dataset,ano,uf,cargo,linhas,total
apuracao_municipio,2018,GO,GOVERNADOR,246,2968733.0
apuracao_municipio,2018,GO,SENADOR,246,5517329.0
candidatos,2018,MA,*,796,
votacao_candidato_municipio,2018,MA,DEPUTADO ESTADUAL,99820,2953877.0
votacao_candidato_municipio,2018,MA,DEPUTADO FEDERAL,40579,3020571.0
votacao_candidato_municipio,2018,MA,GOVERNADOR,1294,3149910.0
votacao_candidato_municipio,2018,MA,SENADOR,2379,5704126.0
apuracao_municipio,2018,MA,DEPUTADO ESTADUAL,217,3256285.0
apuracao_municipio,2018,MA,DEPUTADO FEDERAL,217,3270678.0
apuracao_municipio,2018,MA,GOVERNADOR,217,3149910.0
apuracao_municipio,2018,MA,SENADOR,217,5704126.0
candidatos,2018,MG,*,2425,
votacao_candidato_municipio,2018,MG,DEPUTADO ESTADUAL,1070515,9192452.0
votacao_candidato_municipio,2018,MG,DEPUTADO FEDERAL,703725,9430120.0
votacao_candidato_municipio,2018,MG,GOVERNADOR,8220,19385505.0
votacao_candidato_municipio,2018,MG,SENADOR,11773,17648612.0
apuracao_municipio,2018,MG,DEPUTADO ESTADUAL,853,10127995.0
apuracao_municipio,2018,MG,DEPUTADO FEDERAL,853,10087536.0
apuracao_municipio,2018,MG,GOVERNADOR,1706,19385505.0
apuracao_municipio,2018,MG,SENADOR,853,17648612.0
candidatos,2018,MS,*,541,
votacao_candidato_municipio,2018,MS,DEPUTADO ESTADUAL,25438,1180209.0
votacao_candidato_municipio,2018,MS,DEPUTADO FEDERAL,9243,1143347.0
votacao_candidato_municipio,2018,MS,GOVERNADOR,632,2587086.0
votacao_candidato_municipio,2018,MS,SENADOR,790,2198594.0
apuracao_municipio,2018,MS,DEPUTADO ESTADUAL,79,1283007.0
apuracao_municipio,2018,MS,DEPUTADO FEDERAL,79,1240027.0
apuracao_municipio,2018,MS,GOVERNADOR,158,2587086.0
apuracao_municipio,2018,MS,SENADOR,79,2198594.0
candidatos,2018,MT,*,615,
votacao_candidato_municipio,2018,MT,DEPUTADO ESTADUAL,46389,1397024.0
votacao_candidato_municipio,2018,MT,DEPUTADO FEDERAL,15510,1298008.0
votacao_candidato_municipio,2018,MT,GOVERNADOR,705,1431514.0
votacao_candidato_municipio,2018,MT,SENADOR,2961,3514992.0
apuracao_municipio,2018,MT,DEPUTADO ESTADUAL,141,1515319.0
apuracao_municipio,2018,MT,DEPUTADO FEDERAL,141,1408190.0
apuracao_municipio,2018,MT,GOVERNADOR,141,1431514.0
apuracao_municipio,2018,MT,SENADOR,141,3514992.0
candidatos,2018,PA,*,899,
votacao_candidato_municipio,2018,PA,DEPUTADO ESTADUAL,91152,3687051.0
votacao_candidato_municipio,2018,PA,DEPUTADO FEDERAL,18576,3690184.0
votacao_candidato_municipio,2018,PA,GOVERNADOR,1007,7559840.0
votacao_candidato_municipio,2018,PA,SENADOR,1725,7007044.0
apuracao_municipio,2018,PA,DEPUTADO ESTADUAL,144,4019096.0
apuracao_municipio,2018,PA,DEPUTADO FEDERAL,144,3956457.0
apuracao_municipio,2018,PA,GOVERNADOR,288,7559840.0
apuracao_municipio,2018,PA,SENADOR,144,7007044.0
candidatos,2018,PB,*,621,
votacao_candidato_municipio,2018,PB,DEPUTADO ESTADUAL,81618,1891169.0
votacao_candidato_municipio,2018,PB,DEPUTADO FEDERAL,30551,1847457.0
votacao_candidato_municipio,2018,PB,GOVERNADOR,1115,1924555.0
votacao_candidato_municipio,2018,PB,SENADOR,1561,3429862.0
apuracao_municipio,2018,PB,DEPUTADO ESTADUAL,223,2051415.0
apuracao_municipio,2018,PB,DEPUTADO FEDERAL,223,1989377.0
apuracao_municipio,2018,PB,GOVERNADOR,223,1924555.0
apuracao_municipio,2018,PB,SENADOR,223,3429862.0
candidatos,2018,PE,*,1095,
votacao_candidato_municipio,2018,PE,DEPUTADO ESTADUAL,115070,4178213.0
votacao_candidato_municipio,2018,PE,DEPUTADO FEDERAL,60310,4027151.0
votacao_candidato_municipio,2018,PE,GOVERNADOR,1110,3783165.0
votacao_candidato_municipio,2018,PE,SENADOR,2035,6653095.0
apuracao_municipio,2018,PE,CONSELHEIRO DISTRITAL,1,1836.0
apuracao_municipio,2018,PE,DEPUTADO ESTADUAL,185,4511453.0
apuracao_municipio,2018,PE,DEPUTADO FEDERAL,185,4331764.0
apuracao_municipio,2018,PE,GOVERNADOR,185,3783165.0
apuracao_municipio,2018,PE,SENADOR,185,6653095.0
candidatos,2018,PI,*,439,
votacao_candidato_municipio,2018,PI,DEPUTADO ESTADUAL,45472,1648383.0
votacao_candidato_municipio,2018,PI,DEPUTADO FEDERAL,27552,1647120.0
votacao_candidato_municipio,2018,PI,GOVERNADOR,2240,1736845.0
votacao_candidato_municipio,2018,PI,SENADOR,3808,3001133.0
apuracao_municipio,2018,PI,DEPUTADO ESTADUAL,224,1816803.0
apuracao_municipio,2018,PI,DEPUTADO FEDERAL,224,1787802.0
apuracao_municipio,2018,PI,GOVERNADOR,224,1736845.0
apuracao_municipio,2018,PI,SENADOR,224,3001133.0
candidatos,2018,PR,*,1288,
votacao_candidato_municipio,2018,PR,DEPUTADO ESTADUAL,280896,4852937.0
votacao_candidato_municipio,2018,PR,DEPUTADO FEDERAL,165585,5390730.0
votacao_candidato_municipio,2018,PR,GOVERNADOR,3591,5352022.0
votacao_candidato_municipio,2018,PR,SENADOR,5187,9759065.0
apuracao_municipio,2018,PR,DEPUTADO ESTADUAL,399,5260710.0
apuracao_municipio,2018,PR,DEPUTADO FEDERAL,399,5709044.0
apuracao_municipio,2018,PR,GOVERNADOR,399,5352022.0
apuracao_municipio,2018,PR,SENADOR,399,9759065.0
candidatos,2018,RJ,*,3695,
votacao_candidato_municipio,2018,RJ,DEPUTADO ESTADUAL,206264,7033278.0
votacao_candidato_municipio,2018,RJ,DEPUTADO FEDERAL,96232,7254297.0
votacao_candidato_municipio,2018,RJ,GOVERNADOR,1104,15451930.0
votacao_candidato_municipio,2018,RJ,SENADOR,1380,13965981.0
apuracao_municipio,2018,RJ,DEPUTADO ESTADUAL,92,7721566.0
apuracao_municipio,2018,RJ,DEPUTADO FEDERAL,92,7733626.0
apuracao_municipio,2018,RJ,GOVERNADOR,184,15451930.0
apuracao_municipio,2018,RJ,SENADOR,92,13965981.0
candidatos,2018,RN,*,512,
votacao_candidato_municipio,2018,RN,DEPUTADO ESTADUAL,50100,1545812.0
votacao_candidato_municipio,2018,RN,DEPUTADO FEDERAL,18871,1509763.0
votacao_candidato_municipio,2018,RN,GOVERNADOR,1670,3396489.0
votacao_candidato_municipio,2018,RN,SENADOR,2338,2909592.0
apuracao_municipio,2018,RN,DEPUTADO ESTADUAL,167,1667434.0
apuracao_municipio,2018,RN,DEPUTADO FEDERAL,167,1618823.0
apuracao_municipio,2018,RN,GOVERNADOR,334,3396489.0
apuracao_municipio,2018,RN,SENADOR,167,2909592.0
candidatos,2018,RO,*,655,
votacao_candidato_municipio,2018,RO,DEPUTADO ESTADUAL,17836,679360.0
votacao_candidato_municipio,2018,RO,DEPUTADO FEDERAL,4784,734338.0
votacao_candidato_municipio,2018,RO,GOVERNADOR,416,1564862.0
votacao_candidato_municipio,2018,RO,SENADOR,520,1350564.0
apuracao_municipio,2018,RO,DEPUTADO ESTADUAL,52,744799.0
apuracao_municipio,2018,RO,DEPUTADO FEDERAL,52,783305.0
apuracao_municipio,2018,RO,GOVERNADOR,104,1564862.0
apuracao_municipio,2018,RO,SENADOR,52,1350564.0
candidatos,2018,RR,*,683,
votacao_candidato_municipio,2018,RR,DEPUTADO ESTADUAL,5640,224853.0
votacao_candidato_municipio,2018,RR,DEPUTADO FEDERAL,1995,249730.0
votacao_candidato_municipio,2018,RR,GOVERNADOR,105,524546.0
votacao_candidato_municipio,2018,RR,SENADOR,150,495575.0
apuracao_municipio,2018,RR,DEPUTADO ESTADUAL,15,236244.0
apuracao_municipio,2018,RR,DEPUTADO FEDERAL,15,270708.0
apuracao_municipio,2018,RR,GOVERNADOR,30,524546.0
apuracao_municipio,2018,RR,SENADOR,15,495575.0
candidatos,2018,RS,*,1340,
votacao_candidato_municipio,2018,RS,DEPUTADO ESTADUAL,396606,5306850.0
votacao_candidato_municipio,2018,RS,DEPUTADO FEDERAL,200788,5497531.0
votacao_candidato_municipio,2018,RS,GOVERNADOR,4473,11804569.0
votacao_candidato_municipio,2018,RS,SENADOR,6461,10556398.0
apuracao_municipio,2018,RS,DEPUTADO ESTADUAL,497,5750361.0
apuracao_municipio,2018,RS,DEPUTADO FEDERAL,497,5845077.0
apuracao_municipio,2018,RS,GOVERNADOR,994,11804569.0
apuracao_municipio,2018,RS,SENADOR,497,10556398.0
candidatos,2018,SC,*,784,
votacao_candidato_municipio,2018,SC,DEPUTADO ESTADUAL,127145,3429667.0
votacao_candidato_municipio,2018,SC,DEPUTADO FEDERAL,68440,3332110.0
votacao_candidato_municipio,2018,SC,GOVERNADOR,2950,7324688.0
votacao_candidato_municipio,2018,SC,SENADOR,3835,6530439.0
apuracao_municipio,2018,SC,DEPUTADO ESTADUAL,295,3663271.0
apuracao_municipio,2018,SC,DEPUTADO FEDERAL,295,3548458.0
apuracao_municipio,2018,SC,GOVERNADOR,590,7324688.0
apuracao_municipio,2018,SC,SENADOR,295,6530439.0
candidatos,2018,SE,*,526,
votacao_candidato_municipio,2018,SE,DEPUTADO ESTADUAL,21450,988716.0
votacao_candidato_municipio,2018,SE,DEPUTADO FEDERAL,8250,886780.0
votacao_candidato_municipio,2018,SE,GOVERNADOR,825,2036497.0
votacao_candidato_municipio,2018,SE,SENADOR,900,1828084.0
apuracao_municipio,2018,SE,DEPUTADO ESTADUAL,75,1066624.0
apuracao_municipio,2018,SE,DEPUTADO FEDERAL,75,953969.0
apuracao_municipio,2018,SE,GOVERNADOR,150,2036497.0
apuracao_municipio,2018,SE,SENADOR,75,1828084.0
candidatos,2018,SP,*,3948,
votacao_candidato_municipio,2018,SP,DEPUTADO ESTADUAL,1263555,18633278.0
votacao_candidato_municipio,2018,SP,DEPUTADO FEDERAL,956535,19537230.0
votacao_candidato_municipio,2018,SP,GOVERNADOR,7511,41485827.0
votacao_candidato_municipio,2018,SP,SENADOR,10752,35029120.0
apuracao_municipio,2018,SP,DEPUTADO ESTADUAL,645,20852681.0
apuracao_municipio,2018,SP,DEPUTADO FEDERAL,645,21131103.0
apuracao_municipio,2018,SP,GOVERNADOR,1290,41485827.0
apuracao_municipio,2018,SP,SENADOR,645,35029120.0
candidatos,2018,TO,*,364,
votacao_candidato_municipio,2018,TO,DEPUTADO ESTADUAL,28773,686764.0
votacao_candidato_municipio,2018,TO,DEPUTADO FEDERAL,11120,659286.0
votacao_candidato_municipio,2018,TO,GOVERNADOR,695,704803.0
votacao_candidato_municipio,2018,TO,SENADOR,1251,1274703.0
apuracao_municipio,2018,TO,DEPUTADO ESTADUAL,139,746638.0
apuracao_municipio,2018,TO,DEPUTADO FEDERAL,139,715942.0
apuracao_municipio,2018,TO,GOVERNADOR,139,704803.0
apuracao_municipio,2018,TO,SENADOR,139,1274703.0
candidatos,2020,BR,*,558572,
candidatos,2020,AC,*,3060,
votacao_candidato_municipio,2020,AC,PREFEITO,90,572581.0
votacao_candidato_municipio,2020,AC,VEREADOR,2663,388182.0
apuracao_municipio,2020,AC,PREFEITO,23,572581.0
apuracao_municipio,2020,AC,VEREADOR,22,412577.0
candidatos,2020,AL,*,7602,
votacao_candidato_municipio,2020,AL,PREFEITO,313,1971535.0
votacao_candidato_municipio,2020,AL,VEREADOR,6236,1480560.0
apuracao_municipio,2020,AL,PREFEITO,103,1971535.0
apuracao_municipio,2020,AL,VEREADOR,102,1567711.0
candidatos,2020,AM,*,10471,
votacao_candidato_municipio,2020,AM,PREFEITO,270,2779997.0
votacao_candidato_municipio,2020,AM,VEREADOR,9239,1767155.0
apuracao_municipio,2020,AM,PREFEITO,63,2779997.0
apuracao_municipio,2020,AM,VEREADOR,62,1856579.0
candidatos,2020,AP,*,2494,
votacao_candidato_municipio,2020,AP,PREFEITO,90,533851.0
votacao_candidato_municipio,2020,AP,VEREADOR,2114,361499.0
apuracao_municipio,2020,AP,PREFEITO,17,533851.0
apuracao_municipio,2020,AP,VEREADOR,16,375530.0
candidatos,2020,BA,*,41611,
votacao_candidato_municipio,2020,BA,PREFEITO,1284,8373803.0
votacao_candidato_municipio,2020,BA,VEREADOR,36592,7424829.0
apuracao_municipio,2020,BA,PREFEITO,419,8373803.0
apuracao_municipio,2020,BA,VEREADOR,417,7937124.0
candidatos,2020,CE,*,16279,
votacao_candidato_municipio,2020,CE,PREFEITO,567,6519771.0
votacao_candidato_municipio,2020,CE,VEREADOR,13830,4727172.0
apuracao_municipio,2020,CE,PREFEITO,186,6519771.0
apuracao_municipio,2020,CE,VEREADOR,184,5005496.0
candidatos,2020,ES,*,12594,
votacao_candidato_municipio,2020,ES,PREFEITO,370,2701628.0
votacao_candidato_municipio,2020,ES,VEREADOR,10779,1764787.0
apuracao_municipio,2020,ES,PREFEITO,82,2701628.0
apuracao_municipio,2020,ES,VEREADOR,78,1859421.0
candidatos,2020,GO,*,25005,
votacao_candidato_municipio,2020,GO,PREFEITO,839,3926547.0
votacao_candidato_municipio,2020,GO,VEREADOR,21578,2994944.0
apuracao_municipio,2020,GO,PREFEITO,248,3926547.0
apuracao_municipio,2020,GO,VEREADOR,246,3161078.0
candidatos,2020,MA,*,20790,
votacao_candidato_municipio,2020,MA,PREFEITO,738,4142287.0
votacao_candidato_municipio,2020,MA,VEREADOR,17994,3449012.0
apuracao_municipio,2020,MA,PREFEITO,218,4142287.0
apuracao_municipio,2020,MA,VEREADOR,217,3633785.0
candidatos,2020,MG,*,81789,
votacao_candidato_municipio,2020,MG,PREFEITO,2698,11832338.0
votacao_candidato_municipio,2020,MG,VEREADOR,73079,10335608.0
apuracao_municipio,2020,MG,PREFEITO,857,11832338.0
apuracao_municipio,2020,MG,VEREADOR,853,10972730.0
candidatos,2020,MS,*,8697,
votacao_candidato_municipio,2020,MS,PREFEITO,282,1289958.0
votacao_candidato_municipio,2020,MS,VEREADOR,7636,1270808.0
apuracao_municipio,2020,MS,PREFEITO,79,1289958.0
apuracao_municipio,2020,MS,VEREADOR,79,1343099.0
candidatos,2020,MT,*,12870,
votacao_candidato_municipio,2020,MT,PREFEITO,466,1869740.0
votacao_candidato_municipio,2020,MT,VEREADOR,11238,1531187.0
apuracao_municipio,2020,MT,PREFEITO,142,1869740.0
apuracao_municipio,2020,MT,VEREADOR,141,1601225.0
candidatos,2020,PA,*,23655,
votacao_candidato_municipio,2020,PA,PREFEITO,626,5265273.0
votacao_candidato_municipio,2020,PA,VEREADOR,20582,3976813.0
apuracao_municipio,2020,PA,PREFEITO,146,5265273.0
apuracao_municipio,2020,PA,VEREADOR,144,4192999.0
candidatos,2020,PB,*,12614,
votacao_candidato_municipio,2020,PB,PREFEITO,603,2640913.0
votacao_candidato_municipio,2020,PB,VEREADOR,10289,2112424.0
apuracao_municipio,2020,PB,PREFEITO,224,2640913.0
apuracao_municipio,2020,PB,VEREADOR,223,2221799.0
candidatos,2020,PE,*,21141,
votacao_candidato_municipio,2020,PE,PREFEITO,623,5854892.0
votacao_candidato_municipio,2020,PE,VEREADOR,18143,4565374.0
apuracao_municipio,2020,PE,PREFEITO,188,5854892.0
apuracao_municipio,2020,PE,VEREADOR,184,4828301.0
candidatos,2020,PI,*,10702,
votacao_candidato_municipio,2020,PI,PREFEITO,573,2330201.0
votacao_candidato_municipio,2020,PI,VEREADOR,9047,1861308.0
apuracao_municipio,2020,PI,PREFEITO,225,2330201.0
apuracao_municipio,2020,PI,VEREADOR,224,1957933.0
candidatos,2020,PR,*,37076,
votacao_candidato_municipio,2020,PR,PREFEITO,1289,5818541.0
votacao_candidato_municipio,2020,PR,VEREADOR,32632,5301319.0
apuracao_municipio,2020,PR,PREFEITO,400,5818541.0
apuracao_municipio,2020,PR,VEREADOR,399,5607729.0
candidatos,2020,RJ,*,26599,
votacao_candidato_municipio,2020,RJ,PREFEITO,554,10994002.0
votacao_candidato_municipio,2020,RJ,VEREADOR,23080,7164261.0
apuracao_municipio,2020,RJ,PREFEITO,97,10994002.0
apuracao_municipio,2020,RJ,VEREADOR,92,7603709.0
candidatos,2020,RN,*,10583,
votacao_candidato_municipio,2020,RN,PREFEITO,494,1895501.0
votacao_candidato_municipio,2020,RN,VEREADOR,8940,1768461.0
apuracao_municipio,2020,RN,PREFEITO,167,1895501.0
apuracao_municipio,2020,RN,VEREADOR,167,1853335.0
candidatos,2020,RO,*,5948,
votacao_candidato_municipio,2020,RO,PREFEITO,204,1036770.0
votacao_candidato_municipio,2020,RO,VEREADOR,5221,764285.0
apuracao_municipio,2020,RO,PREFEITO,54,1036770.0
apuracao_municipio,2020,RO,VEREADOR,52,804120.0
candidatos,2020,RR,*,1889,
votacao_candidato_municipio,2020,RR,PREFEITO,67,403669.0
votacao_candidato_municipio,2020,RR,VEREADOR,1666,249223.0
apuracao_municipio,2020,RR,PREFEITO,16,403669.0
apuracao_municipio,2020,RR,VEREADOR,15,258031.0
candidatos,2020,RS,*,33591,
votacao_candidato_municipio,2020,RS,PREFEITO,1347,7308110.0
votacao_candidato_municipio,2020,RS,VEREADOR,29840,5581484.0
apuracao_municipio,2020,RS,PREFEITO,505,7308110.0
apuracao_municipio,2020,RS,VEREADOR,497,5897083.0
candidatos,2020,SC,*,21892,
votacao_candidato_municipio,2020,SC,PREFEITO,914,4223610.0
votacao_candidato_municipio,2020,SC,VEREADOR,19094,3519403.0
apuracao_municipio,2020,SC,PREFEITO,298,4223610.0
apuracao_municipio,2020,SC,VEREADOR,295,3679402.0
candidatos,2020,SE,*,7013,
votacao_candidato_municipio,2020,SE,PREFEITO,244,1447517.0
votacao_candidato_municipio,2020,SE,VEREADOR,5870,1109589.0
apuracao_municipio,2020,SE,PREFEITO,76,1447517.0
apuracao_municipio,2020,SE,VEREADOR,75,1167133.0
candidatos,2020,SP,*,93924,
votacao_candidato_municipio,2020,SP,PREFEITO,2544,29325534.0
votacao_candidato_municipio,2020,SP,VEREADOR,82818,19053713.0
apuracao_municipio,2020,SP,PREFEITO,662,29325534.0
apuracao_municipio,2020,SP,VEREADOR,645,20693220.0
candidatos,2020,TO,*,8683,
votacao_candidato_municipio,2020,TO,PREFEITO,414,808158.0
votacao_candidato_municipio,2020,TO,VEREADOR,7464,773394.0
apuracao_municipio,2020,TO,PREFEITO,139,808158.0
apuracao_municipio,2020,TO,VEREADOR,139,815364.0
candidatos,2022,BR,*,29270,
candidatos,2022,AC,*,542,
votacao_candidato_municipio,2022,AC,DEPUTADO ESTADUAL,7326,411114.0
votacao_candidato_municipio,2022,AC,DEPUTADO FEDERAL,2816,418749.0
votacao_candidato_municipio,2022,AC,GOVERNADOR,154,426600.0
votacao_candidato_municipio,2022,AC,SENADOR,176,411949.0
apuracao_municipio,2022,AC,DEPUTADO ESTADUAL,22,435770.0
apuracao_municipio,2022,AC,DEPUTADO FEDERAL,22,434253.0
apuracao_municipio,2022,AC,GOVERNADOR,22,426600.0
apuracao_municipio,2022,AC,SENADOR,22,411949.0
candidatos,2022,AL,*,499,
votacao_candidato_municipio,2022,AL,DEPUTADO ESTADUAL,24888,1549561.0
votacao_candidato_municipio,2022,AL,DEPUTADO FEDERAL,15708,1566491.0
votacao_candidato_municipio,2022,AL,GOVERNADOR,918,3114393.0
votacao_candidato_municipio,2022,AL,SENADOR,306,1486153.0
apuracao_municipio,2022,AL,DEPUTADO ESTADUAL,102,1658145.0
apuracao_municipio,2022,AL,DEPUTADO FEDERAL,102,1626009.0
apuracao_municipio,2022,AL,GOVERNADOR,204,3114393.0
apuracao_municipio,2022,AL,SENADOR,102,1486153.0
candidatos,2022,AM,*,660,
votacao_candidato_municipio,2022,AM,DEPUTADO ESTADUAL,25606,1896178.0
votacao_candidato_municipio,2022,AM,DEPUTADO FEDERAL,9238,1915054.0
votacao_candidato_municipio,2022,AM,GOVERNADOR,620,3746795.0
votacao_candidato_municipio,2022,AM,SENADOR,496,1882570.0
apuracao_municipio,2022,AM,DEPUTADO ESTADUAL,62,1968109.0
apuracao_municipio,2022,AM,DEPUTADO FEDERAL,62,1976477.0
apuracao_municipio,2022,AM,GOVERNADOR,124,3746795.0
apuracao_municipio,2022,AM,SENADOR,62,1882570.0
candidatos,2022,AP,*,557,
votacao_candidato_municipio,2022,AP,DEPUTADO ESTADUAL,5360,389706.0
votacao_candidato_municipio,2022,AP,DEPUTADO FEDERAL,2144,394307.0
votacao_candidato_municipio,2022,AP,GOVERNADOR,80,413178.0
votacao_candidato_municipio,2022,AP,SENADOR,128,400159.0
apuracao_municipio,2022,AP,DEPUTADO ESTADUAL,16,406382.0
apuracao_municipio,2022,AP,DEPUTADO FEDERAL,16,404749.0
apuracao_municipio,2022,AP,GOVERNADOR,16,413178.0
apuracao_municipio,2022,AP,SENADOR,16,400159.0
candidatos,2022,BA,*,1719,
votacao_candidato_municipio,2022,BA,DEPUTADO ESTADUAL,353199,7175437.0
votacao_candidato_municipio,2022,BA,DEPUTADO FEDERAL,278973,7605138.0
votacao_candidato_municipio,2022,BA,GOVERNADOR,3336,16616529.0
votacao_candidato_municipio,2022,BA,SENADOR,2085,7233261.0
apuracao_municipio,2022,BA,DEPUTADO ESTADUAL,417,7937716.0
apuracao_municipio,2022,BA,DEPUTADO FEDERAL,417,7958431.0
apuracao_municipio,2022,BA,GOVERNADOR,834,16616529.0
apuracao_municipio,2022,BA,SENADOR,417,7233261.0
candidatos,2022,CE,*,1018,
votacao_candidato_municipio,2022,CE,DEPUTADO ESTADUAL,94576,4675684.0
votacao_candidato_municipio,2022,CE,DEPUTADO FEDERAL,64400,4846148.0
votacao_candidato_municipio,2022,CE,GOVERNADOR,1104,5198892.0
votacao_candidato_municipio,2022,CE,SENADOR,552,4856028.0
apuracao_municipio,2022,CE,DEPUTADO ESTADUAL,184,5041233.0
apuracao_municipio,2022,CE,DEPUTADO FEDERAL,184,5034972.0
apuracao_municipio,2022,CE,GOVERNADOR,184,5198892.0
apuracao_municipio,2022,CE,SENADOR,184,4856028.0
candidatos,2022,DF,*,896,
votacao_candidato_municipio,2022,DF,DEPUTADO DISTRITAL,578,1593181.0
votacao_candidato_municipio,2022,DF,DEPUTADO FEDERAL,197,1543495.0
votacao_candidato_municipio,2022,DF,GOVERNADOR,10,1655043.0
votacao_candidato_municipio,2022,DF,SENADOR,11,1576967.0
apuracao_municipio,2022,DF,DEPUTADO DISTRITAL,1,1662497.0
apuracao_municipio,2022,DF,DEPUTADO FEDERAL,1,1607519.0
apuracao_municipio,2022,DF,GOVERNADOR,1,1655043.0
apuracao_municipio,2022,DF,SENADOR,1,1576967.0
candidatos,2022,ES,*,778,
votacao_candidato_municipio,2022,ES,DEPUTADO ESTADUAL,39546,1948713.0
votacao_candidato_municipio,2022,ES,DEPUTADO FEDERAL,14430,2008658.0
votacao_candidato_municipio,2022,ES,GOVERNADOR,702,4257957.0
votacao_candidato_municipio,2022,ES,SENADOR,702,1957350.0
apuracao_municipio,2022,ES,DEPUTADO ESTADUAL,78,2067712.0
apuracao_municipio,2022,ES,DEPUTADO FEDERAL,78,2084430.0
apuracao_municipio,2022,ES,GOVERNADOR,156,4257957.0
apuracao_municipio,2022,ES,SENADOR,78,1957350.0
candidatos,2022,GO,*,1243,
votacao_candidato_municipio,2022,GO,DEPUTADO ESTADUAL,181302,3186358.0
votacao_candidato_municipio,2022,GO,DEPUTADO FEDERAL,84132,3312916.0
votacao_candidato_municipio,2022,GO,GOVERNADOR,2214,3487598.0
votacao_candidato_municipio,2022,GO,SENADOR,2214,3164192.0
apuracao_municipio,2022,GO,DEPUTADO ESTADUAL,246,3391726.0
apuracao_municipio,2022,GO,DEPUTADO FEDERAL,246,3439644.0
apuracao_municipio,2022,GO,GOVERNADOR,246,3487598.0
apuracao_municipio,2022,GO,SENADOR,246,3164192.0
candidatos,2022,MA,*,959,
votacao_candidato_municipio,2022,MA,DEPUTADO ESTADUAL,113057,3381605.0
votacao_candidato_municipio,2022,MA,DEPUTADO FEDERAL,70308,3581064.0
votacao_candidato_municipio,2022,MA,GOVERNADOR,1953,3449390.0
votacao_candidato_municipio,2022,MA,SENADOR,1085,3406360.0
apuracao_municipio,2022,MA,DEPUTADO ESTADUAL,217,3636913.0
apuracao_municipio,2022,MA,DEPUTADO FEDERAL,217,3707930.0
apuracao_municipio,2022,MA,GOVERNADOR,217,3449390.0
apuracao_municipio,2022,MA,SENADOR,217,3406360.0
candidatos,2022,MS,*,594,
votacao_candidato_municipio,2022,MS,DEPUTADO ESTADUAL,29309,1250164.0
votacao_candidato_municipio,2022,MS,DEPUTADO FEDERAL,11692,1291250.0
votacao_candidato_municipio,2022,MS,GOVERNADOR,790,2855873.0
votacao_candidato_municipio,2022,MS,SENADOR,474,1360544.0
apuracao_municipio,2022,MS,DEPUTADO ESTADUAL,79,1331444.0
apuracao_municipio,2022,MS,DEPUTADO FEDERAL,79,1353024.0
apuracao_municipio,2022,MS,GOVERNADOR,158,2855873.0
apuracao_municipio,2022,MS,SENADOR,79,1360544.0
candidatos,2022,MT,*,525,
votacao_candidato_municipio,2022,MT,DEPUTADO ESTADUAL,38775,1636012.0
votacao_candidato_municipio,2022,MT,DEPUTADO FEDERAL,21150,1663753.0
votacao_candidato_municipio,2022,MT,GOVERNADOR,564,1628212.0
votacao_candidato_municipio,2022,MT,SENADOR,846,1298767.0
apuracao_municipio,2022,MT,DEPUTADO ESTADUAL,141,1728127.0
apuracao_municipio,2022,MT,DEPUTADO FEDERAL,141,1730277.0
apuracao_municipio,2022,MT,GOVERNADOR,141,1628212.0
apuracao_municipio,2022,MT,SENADOR,141,1298767.0
candidatos,2022,PA,*,1043,
votacao_candidato_municipio,2022,PA,DEPUTADO ESTADUAL,85968,4268822.0
votacao_candidato_municipio,2022,PA,DEPUTADO FEDERAL,42912,4383541.0
votacao_candidato_municipio,2022,PA,GOVERNADOR,1152,4427487.0
votacao_candidato_municipio,2022,PA,SENADOR,1440,4186083.0
apuracao_municipio,2022,PA,DEPUTADO ESTADUAL,144,4539317.0
apuracao_municipio,2022,PA,DEPUTADO FEDERAL,144,4521516.0
apuracao_municipio,2022,PA,GOVERNADOR,144,4427487.0
apuracao_municipio,2022,PA,SENADOR,144,4186083.0
candidatos,2022,PB,*,752,
votacao_candidato_municipio,2022,PB,DEPUTADO ESTADUAL,88754,2089298.0
votacao_candidato_municipio,2022,PB,DEPUTADO FEDERAL,47053,2120451.0
votacao_candidato_municipio,2022,PB,GOVERNADOR,2230,4503311.0
votacao_candidato_municipio,2022,PB,SENADOR,1561,1571165.0
apuracao_municipio,2022,PB,DEPUTADO ESTADUAL,223,2243483.0
apuracao_municipio,2022,PB,DEPUTADO FEDERAL,223,2209355.0
apuracao_municipio,2022,PB,GOVERNADOR,446,4503311.0
apuracao_municipio,2022,PB,SENADOR,223,1571165.0
candidatos,2022,PE,*,1138,
votacao_candidato_municipio,2022,PE,DEPUTADO ESTADUAL,101010,4669851.0
votacao_candidato_municipio,2022,PE,DEPUTADO FEDERAL,77145,4777467.0
votacao_candidato_municipio,2022,PE,GOVERNADOR,2220,10208730.0
votacao_candidato_municipio,2022,PE,SENADOR,1665,4468754.0
apuracao_municipio,2022,PE,DEPUTADO ESTADUAL,185,5013585.0
apuracao_municipio,2022,PE,DEPUTADO FEDERAL,185,4969863.0
apuracao_municipio,2022,PE,GOVERNADOR,370,10208730.0
apuracao_municipio,2022,PE,SENADOR,185,4468754.0
candidatos,2022,PI,*,433,
votacao_candidato_municipio,2022,PI,DEPUTADO ESTADUAL,42560,1824078.0
votacao_candidato_municipio,2022,PI,DEPUTADO FEDERAL,36736,1867492.0
